CardNumber,MemberID,OrderID,Timestamp,ProductID,ProdName1,Category,DepartCode,NetPrice,Quantity,Gender
3532287766,S001000,S0001000010,2026-06-02 00:00:00,P00005,Milk 1L,GRO,BAK,12.5,3,0
3023939785,S001000,S0001000010,2026-06-02 00:00:00,P00012,Cigarette A,TBC,TBC,89,2,0
4896988448,S001000,S0001000011,2026-06-02 00:00:00,P00008,Potato Chips,SNK,SNK,12.32,3,0
2158487690,S001000,S0001000011,2026-06-02 00:00:00,P00011,Rice Ball,FFD,FFD,6.71,2,0
9974248425,S001000,S0001000011,2026-06-02 00:00:00,P00004,Green Tea 500ml,BEV,DAI,67.02,3,0
6998162659,S001000,S0001000011,2026-06-02 00:00:00,P00014,Battery AA,HOU,HOU,13.61,2,0
2898218935,S001000,S0001000011,2026-06-02 00:00:00,P00016,Tissue Box,HOU,HOU,25.12,1,0
7410012131,S001000,S0001000011,2026-06-02 00:00:00,P00001,Coke 330ml,BEV,DAI,83.07,2,0
9225346860,S001000,S0001000012,2026-06-02 00:00:00,P00016,Tissue Box,HOU,HOU,9.04,2,0
1535970122,S001000,S0001000012,2026-06-02 00:00:00,P00018,Chewing Gum,SNK,SNK,66.36,3,0
8408025547,S001000,S0001000012,2026-06-02 00:00:00,P00020,Orange Juice 1L,BEV,DAI,83.96,2,0
8901391934,S001000,S0001000012,2026-06-02 00:00:00,P00013,Magazine,MAG,MAG,99.5,1,0
7328645669,S001000,S0001000013,2026-06-02 00:00:00,P00013,Magazine,MAG,MAG,55.25,1,0
4282093047,S001000,S0001000014,2026-06-02 00:00:00,P00009,Chocolate Bar,SNK,SNK,10.52,1,0
4213410507,S001000,S0001000014,2026-06-02 00:00:00,P00004,Green Tea 500ml,BEV,DAI,132.93,3,0
7769385208,S001000,S0001000014,2026-06-02 00:00:00,P00008,Potato Chips,SNK,SNK,73.79,2,0
4330861498,S001001,S0001001001,2026-01-16 00:00:00,P00020,Orange Juice 1L,BEV,DAI,72.22,3,0
2506793435,S001001,S0001001001,2026-01-16 00:00:00,P00010,Sandwich Ham,FFD,FFD,76.98,1,0
5190837161,S001001,S0001001001,2026-01-16 00:00:00,P00010,Sandwich Ham,FFD,FFD,41.69,3,0
5410853073,S001001,S0001001001,2026-01-16 00:00:00,P00020,Orange Juice 1L,BEV,DAI,76.72,2,0
8280013436,S001001,S0001001002,2026-02-01 00:00:00,P00005,Milk 1L,GRO,BAK,11.33,1,0
3907448779,S001001,S0001001002,2026-02-01 00:00:00,P00014,Battery AA,HOU,HOU,10.46,2,0
6357943448,S001001,S0001001002,2026-02-01 00:00:00,P00014,Battery AA,HOU,HOU,12.46,3,0
3500070557,S001001,S0001001003,2026-02-21 00:00:00,P00013,Magazine,MAG,MAG,42.13,1,0
9120382153,S001001,S0001001004,2026-03-07 00:00:00,P00002,Coke Zero 330ml,BEV,DAI,91.58,3,0
9063498271,S001001,S0001001004,2026-03-07 00:00:00,P00005,Milk 1L,GRO,BAK,76.66,2,0
9935942697,S001001,S0001001005,2026-03-26 00:00:00,P00002,Coke Zero 330ml,BEV,DAI,50.87,1,0
3048162167,S001001,S0001001006,2026-04-10 00:00:00,P00004,Green Tea 500ml,BEV,DAI,40.06,3,0
1951435325,S001001,S0001001006,2026-04-10 00:00:00,P00019,Ice Cream Cup,FFD,FFD,38.01,1,0
2733353632,S001001,S0001001006,2026-04-10 00:00:00,P00009,Chocolate Bar,SNK,SNK,35.88,2,0
1899425712,S001001,S0001001006,2026-04-10 00:00:00,P00004,Green Tea 500ml,BEV,DAI,32.07,3,0
7153673399,S001001,S0001001007,2026-04-28 00:00:00,P00008,Potato Chips,SNK,SNK,35.5,2,0
8292717817,S001001,S0001001007,2026-04-28 00:00:00,P00017,Beer 500ml,ALC,DAI,126.13,2,0
5881185413,S001001,S0001001008,2026-05-15 00:00:00,P00010,Sandwich Ham,FFD,FFD,15.46,3,0
7123382258,S001001,S0001001008,2026-05-15 00:00:00,P00001,Coke 330ml,BEV,DAI,90.43,1,0
9460955067,S001001,S0001001009,2026-05-31 00:00:00,P00014,Battery AA,HOU,HOU,53.13,2,0
8388062190,S001001,S0001001009,2026-05-31 00:00:00,P00017,Beer 500ml,ALC,DAI,95.86,2,0
5825730687,S001001,S0001001010,2026-06-02 00:00:00,P00004,Green Tea 500ml,BEV,DAI,20.53,3,0
4724061584,S001001,S0001001010,2026-06-02 00:00:00,P00014,Battery AA,HOU,HOU,10.72,3,0
8837394011,S001001,S0001001010,2026-06-02 00:00:00,P00016,Tissue Box,HOU,HOU,5.33,1,0
1420636537,S001001,S0001001010,2026-06-02 00:00:00,P00012,Cigarette A,TBC,TBC,92.5,3,0
4367880083,S001001,S0001001010,2026-06-02 00:00:00,P00007,Instant Noodle,GRO,SNK,66.45,3,0
4166331663,S001001,S0001001010,2026-06-02 00:00:00,P00004,Green Tea 500ml,BEV,DAI,51.8,3,0
9505571357,S001001,S0001001011,2026-06-02 00:00:00,P00018,Chewing Gum,SNK,SNK,52.98,1,0
7901172119,S001001,S0001001011,2026-06-02 00:00:00,P00004,Green Tea 500ml,BEV,DAI,59.11,1,0
8491845647,S001001,S0001001011,2026-06-02 00:00:00,P00001,Coke 330ml,BEV,DAI,66.92,1,0
7142406941,S001001,S0001001011,2026-06-02 00:00:00,P00004,Green Tea 500ml,BEV,DAI,32.61,2,0
2107638872,S001001,S0001001012,2026-06-02 00:00:00,P00018,Chewing Gum,SNK,SNK,45.55,1,0
8014212270,S001001,S0001001012,2026-06-02 00:00:00,P00005,Milk 1L,GRO,BAK,113.19,3,0
3220984083,S001001,S0001001012,2026-06-02 00:00:00,P00008,Potato Chips,SNK,SNK,56.86,3,0
7666160467,S001001,S0001001013,2026-06-02 00:00:00,P00010,Sandwich Ham,FFD,FFD,88.29,2,0
9314540604,S001001,S0001001013,2026-06-02 00:00:00,P00017,Beer 500ml,ALC,DAI,33.95,2,0
6640503939,S001001,S0001001013,2026-06-02 00:00:00,P00004,Green Tea 500ml,BEV,DAI,19.58,3,0
4798653928,S001001,S0001001013,2026-06-02 00:00:00,P00004,Green Tea 500ml,BEV,DAI,98.33,2,0
4428358441,S001002,S0001002001,2026-04-02 00:00:00,P00012,Cigarette A,TBC,TBC,19.63,1,0
1056489692,S001002,S0001002001,2026-04-02 00:00:00,P00012,Cigarette A,TBC,TBC,37.52,2,0
2871537339,S001002,S0001002001,2026-04-02 00:00:00,P00004,Green Tea 500ml,BEV,DAI,78.14,2,0
6033321413,S001002,S0001002001,2026-04-02 00:00:00,P00005,Milk 1L,GRO,BAK,22.47,1,0
5307030527,S001002,S0001002001,2026-04-02 00:00:00,P00010,Sandwich Ham,FFD,FFD,110.55,1,0
2812545170,S001002,S0001002001,2026-04-02 00:00:00,P00010,Sandwich Ham,FFD,FFD,67.05,1,0
9632208146,S001002,S0001002002,2026-04-18 00:00:00,P00016,Tissue Box,HOU,HOU,49.58,1,0
5540349150,S001002,S0001002002,2026-04-18 00:00:00,P00011,Rice Ball,FFD,FFD,13.45,1,0
7172401103,S001002,S0001002002,2026-04-18 00:00:00,P00009,Chocolate Bar,SNK,SNK,26.72,3,0
3632837853,S001002,S0001002002,2026-04-18 00:00:00,P00009,Chocolate Bar,SNK,SNK,91.72,3,0
8814690471,S001002,S0001002002,2026-04-18 00:00:00,P00012,Cigarette A,TBC,TBC,21.21,3,0
8386058674,S001002,S0001002002,2026-04-18 00:00:00,P00016,Tissue Box,HOU,HOU,40.36,3,0
8866449611,S001002,S0001002003,2026-05-04 00:00:00,P00003,Water 750ml,BEV,DAI,73.3,1,0
3176061677,S001002,S0001002003,2026-05-04 00:00:00,P00007,Instant Noodle,GRO,SNK,13.06,3,0
1545827751,S001002,S0001002004,2026-05-21 00:00:00,P00018,Chewing Gum,SNK,SNK,90.62,1,0
3858490346,S001002,S0001002004,2026-05-21 00:00:00,P00020,Orange Juice 1L,BEV,DAI,8.95,1,0
3892857651,S001002,S0001002004,2026-05-21 00:00:00,P00010,Sandwich Ham,FFD,FFD,45.36,2,0
7491950644,S001002,S0001002004,2026-05-21 00:00:00,P00006,Bread White,GRO,BAK,31.83,1,0
6944449278,S001002,S0001002004,2026-05-21 00:00:00,P00004,Green Tea 500ml,BEV,DAI,62.97,3,0
8701405212,S001002,S0001002004,2026-05-21 00:00:00,P00007,Instant Noodle,GRO,SNK,81.97,3,0
7631713782,S001002,S0001002005,2026-06-02 00:00:00,P00007,Instant Noodle,GRO,SNK,85.54,1,0
6497934467,S001002,S0001002005,2026-06-02 00:00:00,P00003,Water 750ml,BEV,DAI,26.51,1,0
1832983773,S001002,S0001002005,2026-06-02 00:00:00,P00005,Milk 1L,GRO,BAK,97.3,3,0
7044522425,S001002,S0001002005,2026-06-02 00:00:00,P00012,Cigarette A,TBC,TBC,62.47,2,0
1511335703,S001002,S0001002005,2026-06-02 00:00:00,P00013,Magazine,MAG,MAG,17.93,2,0
1327330633,S001002,S0001002005,2026-06-02 00:00:00,P00020,Orange Juice 1L,BEV,DAI,49.29,3,0
9315207949,S001002,S0001002006,2026-06-02 00:00:00,P00015,Shampoo 200ml,HBA,HBA,47.46,1,0
6268511910,S001002,S0001002006,2026-06-02 00:00:00,P00008,Potato Chips,SNK,SNK,42.14,3,0
6557056040,S001002,S0001002006,2026-06-02 00:00:00,P00015,Shampoo 200ml,HBA,HBA,23.97,2,0
1915549367,S001002,S0001002007,2026-06-02 00:00:00,P00010,Sandwich Ham,FFD,FFD,68.62,1,0
9112121290,S001002,S0001002007,2026-06-02 00:00:00,P00003,Water 750ml,BEV,DAI,69.79,1,0
4717275130,S001002,S0001002008,2026-06-02 00:00:00,P00008,Potato Chips,SNK,SNK,9.7,2,0
1882379375,S001002,S0001002009,2026-06-02 00:00:00,P00002,Coke Zero 330ml,BEV,DAI,18.73,2,0
1085730481,S001002,S0001002009,2026-06-02 00:00:00,P00003,Water 750ml,BEV,DAI,70.59,2,0
8213884854,S001002,S0001002009,2026-06-02 00:00:00,P00013,Magazine,MAG,MAG,16.65,2,0
7049811489,S001002,S0001002009,2026-06-02 00:00:00,P00009,Chocolate Bar,SNK,SNK,57.28,2,0
9594871409,S001002,S0001002009,2026-06-02 00:00:00,P00004,Green Tea 500ml,BEV,DAI,72.64,3,0
8353856643,S001002,S0001002009,2026-06-02 00:00:00,P00006,Bread White,GRO,BAK,121.31,1,0
9907879823,S001002,S0001002010,2026-06-02 00:00:00,P00016,Tissue Box,HOU,HOU,33.63,2,0
2565630591,S001002,S0001002010,2026-06-02 00:00:00,P00004,Green Tea 500ml,BEV,DAI,46.95,2,0
8033526990,S001002,S0001002010,2026-06-02 00:00:00,P00009,Chocolate Bar,SNK,SNK,73.2,2,0
4640335744,S001002,S0001002011,2026-06-02 00:00:00,P00007,Instant Noodle,GRO,SNK,73.08,1,0
9310633893,S001002,S0001002011,2026-06-02 00:00:00,P00013,Magazine,MAG,MAG,67.07,3,0
5589111802,S001002,S0001002012,2026-06-02 00:00:00,P00009,Chocolate Bar,SNK,SNK,63.46,2,0
9850573741,S001002,S0001002013,2026-06-02 00:00:00,P00013,Magazine,MAG,MAG,85.6,3,0
5942916053,S001002,S0001002013,2026-06-02 00:00:00,P00008,Potato Chips,SNK,SNK,90.38,3,0
1726050083,S001002,S0001002013,2026-06-02 00:00:00,P00007,Instant Noodle,GRO,SNK,65.59,1,0
4052145085,S001002,S0001002014,2026-06-02 00:00:00,P00005,Milk 1L,GRO,BAK,78.17,2,0
5068509826,S001002,S0001002014,2026-06-02 00:00:00,P00003,Water 750ml,BEV,DAI,69.43,1,0
7912070156,S001002,S0001002014,2026-06-02 00:00:00,P00008,Potato Chips,SNK,SNK,87.46,1,0
5710314434,S001002,S0001002015,2026-06-02 00:00:00,P00005,Milk 1L,GRO,BAK,70.99,1,0
7932283480,S001002,S0001002015,2026-06-02 00:00:00,P00009,Chocolate Bar,SNK,SNK,69.22,2,0
3636611759,S001002,S0001002016,2026-06-02 00:00:00,P00004,Green Tea 500ml,BEV,DAI,137.44,1,0
2716102719,S001002,S0001002017,2026-06-02 00:00:00,P00015,Shampoo 200ml,HBA,HBA,60.74,1,0
1811249734,S001002,S0001002017,2026-06-02 00:00:00,P00010,Sandwich Ham,FFD,FFD,126.77,3,0
6181747436,S001002,S0001002017,2026-06-02 00:00:00,P00008,Potato Chips,SNK,SNK,17.58,2,0
6429604682,S001002,S0001002017,2026-06-02 00:00:00,P00015,Shampoo 200ml,HBA,HBA,47.81,2,0
6358732262,S001002,S0001002017,2026-06-02 00:00:00,P00001,Coke 330ml,BEV,DAI,17.53,1,0
1859755441,S001003,S0001003001,2026-03-30 00:00:00,P00003,Water 750ml,BEV,DAI,15.56,3,0
2752588867,S001003,S0001003001,2026-03-30 00:00:00,P00005,Milk 1L,GRO,BAK,62.21,2,0
9751190186,S001003,S0001003001,2026-03-30 00:00:00,P00018,Chewing Gum,SNK,SNK,38.53,3,0
9459175865,S001003,S0001003002,2026-04-15 00:00:00,P00010,Sandwich Ham,FFD,FFD,66.9,2,0
1490509096,S001003,S0001003003,2026-05-05 00:00:00,P00018,Chewing Gum,SNK,SNK,56.54,2,0
1541947437,S001003,S0001003003,2026-05-05 00:00:00,P00018,Chewing Gum,SNK,SNK,104.5,2,0
8615782415,S001003,S0001003003,2026-05-05 00:00:00,P00002,Coke Zero 330ml,BEV,DAI,35.25,3,0
5651182250,S001003,S0001003003,2026-05-05 00:00:00,P00003,Water 750ml,BEV,DAI,112.94,3,0
2658933515,S001003,S0001003003,2026-05-05 00:00:00,P00004,Green Tea 500ml,BEV,DAI,14.52,2,0
3838751757,S001004,S0001004001,2026-05-01 00:00:00,P00007,Instant Noodle,GRO,SNK,103.99,3,1
6600320159,S001004,S0001004001,2026-05-01 00:00:00,P00009,Chocolate Bar,SNK,SNK,65.58,1,1
5358294346,S001004,S0001004002,2026-05-07 00:00:00,P00020,Orange Juice 1L,BEV,DAI,110.88,1,1
1680856018,S001004,S0001004002,2026-05-07 00:00:00,P00018,Chewing Gum,SNK,SNK,10.66,2,1
8019176907,S001004,S0001004003,2026-05-13 00:00:00,P00018,Chewing Gum,SNK,SNK,68.61,1,1
8806471008,S001004,S0001004003,2026-05-13 00:00:00,P00006,Bread White,GRO,BAK,66.01,1,1
3645066674,S001004,S0001004003,2026-05-13 00:00:00,P00019,Ice Cream Cup,FFD,FFD,29.89,1,1
5239620497,S001004,S0001004003,2026-05-13 00:00:00,P00015,Shampoo 200ml,HBA,HBA,23.27,1,1
2656213295,S001004,S0001004003,2026-05-13 00:00:00,P00014,Battery AA,HOU,HOU,86.35,1,1
9238661309,S001004,S0001004004,2026-05-18 00:00:00,P00014,Battery AA,HOU,HOU,12.63,1,1
3686552670,S001004,S0001004004,2026-05-18 00:00:00,P00011,Rice Ball,FFD,FFD,52.86,2,1
4401966998,S001004,S0001004004,2026-05-18 00:00:00,P00008,Potato Chips,SNK,SNK,53.27,3,1
7176600043,S001004,S0001004004,2026-05-18 00:00:00,P00008,Potato Chips,SNK,SNK,5.72,2,1
8224312038,S001004,S0001004004,2026-05-18 00:00:00,P00020,Orange Juice 1L,BEV,DAI,93.66,3,1
7088561452,S001004,S0001004005,2026-05-25 00:00:00,P00005,Milk 1L,GRO,BAK,67.68,1,1
5738498062,S001004,S0001004005,2026-05-25 00:00:00,P00016,Tissue Box,HOU,HOU,8.13,1,1
7262467676,S001004,S0001004005,2026-05-25 00:00:00,P00004,Green Tea 500ml,BEV,DAI,9.33,1,1
3190305944,S001004,S0001004006,2026-06-02 00:00:00,P00012,Cigarette A,TBC,TBC,74.79,3,1
5752056007,S001004,S0001004006,2026-06-02 00:00:00,P00003,Water 750ml,BEV,DAI,15.39,3,1
5122820796,S001005,S0001005001,2025-09-01 00:00:00,P00005,Milk 1L,GRO,BAK,117.64,3,1
4740818377,S001005,S0001005002,2025-09-24 00:00:00,P00010,Sandwich Ham,FFD,FFD,38.67,3,1
1073321839,S001005,S0001005002,2025-09-24 00:00:00,P00019,Ice Cream Cup,FFD,FFD,16.85,3,1
2537855390,S001005,S0001005003,2025-10-16 00:00:00,P00019,Ice Cream Cup,FFD,FFD,63.32,1,1
5463100130,S001005,S0001005003,2025-10-16 00:00:00,P00003,Water 750ml,BEV,DAI,111.07,1,1
8243545752,S001005,S0001005004,2025-11-11 00:00:00,P00007,Instant Noodle,GRO,SNK,46.09,2,1
8675236067,S001005,S0001005005,2025-12-05 00:00:00,P00019,Ice Cream Cup,FFD,FFD,82.65,2,1
8893555601,S001005,S0001005005,2025-12-05 00:00:00,P00012,Cigarette A,TBC,TBC,40.12,3,1
7381235921,S001005,S0001005006,2025-12-30 00:00:00,P00018,Chewing Gum,SNK,SNK,14.81,2,1
5177397640,S001005,S0001005006,2025-12-30 00:00:00,P00013,Magazine,MAG,MAG,81.29,1,1
5175628183,S001005,S0001005006,2025-12-30 00:00:00,P00018,Chewing Gum,SNK,SNK,33.32,3,1
7546751661,S001005,S0001005006,2025-12-30 00:00:00,P00004,Green Tea 500ml,BEV,DAI,100.29,1,1
2765942794,S001005,S0001005007,2026-01-24 00:00:00,P00018,Chewing Gum,SNK,SNK,55.33,3,1
8194118058,S001005,S0001005007,2026-01-24 00:00:00,P00018,Chewing Gum,SNK,SNK,41.54,3,1
1031877713,S001005,S0001005007,2026-01-24 00:00:00,P00018,Chewing Gum,SNK,SNK,97.72,2,1
3803239023,S001005,S0001005007,2026-01-24 00:00:00,P00010,Sandwich Ham,FFD,FFD,19.56,3,1
7186860960,S001005,S0001005007,2026-01-24 00:00:00,P00006,Bread White,GRO,BAK,9.32,3,1
5092252000,S001005,S0001005007,2026-01-24 00:00:00,P00009,Chocolate Bar,SNK,SNK,100,3,1
5548664171,S001005,S0001005008,2026-02-18 00:00:00,P00004,Green Tea 500ml,BEV,DAI,108.1,3,1
4424553166,S001005,S0001005009,2026-03-12 00:00:00,P00005,Milk 1L,GRO,BAK,12.16,3,1
6952346439,S001005,S0001005009,2026-03-12 00:00:00,P00016,Tissue Box,HOU,HOU,26.04,1,1
3100408941,S001005,S0001005009,2026-03-12 00:00:00,P00009,Chocolate Bar,SNK,SNK,64.79,3,1
4480156872,S001005,S0001005010,2026-04-08 00:00:00,P00014,Battery AA,HOU,HOU,13.94,2,1
3371850265,S001005,S0001005010,2026-04-08 00:00:00,P00006,Bread White,GRO,BAK,69.37,2,1
1910495281,S001005,S0001005010,2026-04-08 00:00:00,P00019,Ice Cream Cup,FFD,FFD,40.36,3,1
5275350365,S001005,S0001005010,2026-04-08 00:00:00,P00009,Chocolate Bar,SNK,SNK,99.3,1,1
1691116925,S001005,S0001005010,2026-04-08 00:00:00,P00019,Ice Cream Cup,FFD,FFD,42.63,3,1
1285358398,S001005,S0001005011,2026-05-01 00:00:00,P00020,Orange Juice 1L,BEV,DAI,60.11,2,1
3552729631,S001005,S0001005011,2026-05-01 00:00:00,P00016,Tissue Box,HOU,HOU,42.82,3,1
7778620408,S001005,S0001005011,2026-05-01 00:00:00,P00010,Sandwich Ham,FFD,FFD,56.96,1,1
9822585721,S001005,S0001005011,2026-05-01 00:00:00,P00011,Rice Ball,FFD,FFD,16.95,2,1
8572017377,S001005,S0001005012,2026-05-25 00:00:00,P00016,Tissue Box,HOU,HOU,30.96,2,1
8227342513,S001006,S0001006001,2026-05-02 00:00:00,P00009,Chocolate Bar,SNK,SNK,33.34,3,0
1694587619,S001006,S0001006002,2026-05-09 00:00:00,P00018,Chewing Gum,SNK,SNK,47.87,2,0
4092145158,S001006,S0001006002,2026-05-09 00:00:00,P00007,Instant Noodle,GRO,SNK,15.55,1,0
8474306422,S001006,S0001006003,2026-05-17 00:00:00,P00010,Sandwich Ham,FFD,FFD,19.24,3,0
5003353047,S001006,S0001006004,2026-05-21 00:00:00,P00003,Water 750ml,BEV,DAI,92.88,2,0
7756275247,S001006,S0001006004,2026-05-21 00:00:00,P00019,Ice Cream Cup,FFD,FFD,58.2,2,0
7093221726,S001006,S0001006005,2026-05-31 00:00:00,P00010,Sandwich Ham,FFD,FFD,103.96,3,0
8264928083,S001006,S0001006005,2026-05-31 00:00:00,P00019,Ice Cream Cup,FFD,FFD,42.97,2,0
5027047100,S001006,S0001006005,2026-05-31 00:00:00,P00020,Orange Juice 1L,BEV,DAI,23.78,2,0
8211670629,S001006,S0001006005,2026-05-31 00:00:00,P00006,Bread White,GRO,BAK,10.7,3,0
7261211842,S001006,S0001006005,2026-05-31 00:00:00,P00016,Tissue Box,HOU,HOU,27.2,1,0
1467427168,S001006,S0001006005,2026-05-31 00:00:00,P00005,Milk 1L,GRO,BAK,11.15,2,0
7782404369,S001006,S0001006006,2026-06-03 00:00:00,P00018,Chewing Gum,SNK,SNK,114.95,3,0
5242425838,S001006,S0001006006,2026-06-03 00:00:00,P00006,Bread White,GRO,BAK,8.03,3,0
7575897963,S001006,S0001006006,2026-06-03 00:00:00,P00001,Coke 330ml,BEV,DAI,107.63,1,0
9928445680,S001006,S0001006006,2026-06-03 00:00:00,P00014,Battery AA,HOU,HOU,10.95,2,0
2551216431,S001006,S0001006006,2026-06-03 00:00:00,P00004,Green Tea 500ml,BEV,DAI,48.45,1,0
5990285901,S001006,S0001006007,2026-06-02 00:00:00,P00002,Coke Zero 330ml,BEV,DAI,119.5,2,0
6199897100,S001006,S0001006007,2026-06-02 00:00:00,P00019,Ice Cream Cup,FFD,FFD,59.54,3,0
6116109910,S001006,S0001006007,2026-06-02 00:00:00,P00016,Tissue Box,HOU,HOU,4.49,3,0
4464789250,S001006,S0001006007,2026-06-02 00:00:00,P00014,Battery AA,HOU,HOU,105.07,1,0
6060581303,S001006,S0001006007,2026-06-02 00:00:00,P00007,Instant Noodle,GRO,SNK,15.97,2,0
6436486797,S001006,S0001006008,2026-06-02 00:00:00,P00018,Chewing Gum,SNK,SNK,78.87,1,0
9518941740,S001006,S0001006008,2026-06-02 00:00:00,P00015,Shampoo 200ml,HBA,HBA,39.73,3,0
4913591685,S001006,S0001006008,2026-06-02 00:00:00,P00008,Potato Chips,SNK,SNK,80.44,2,0
3275554205,S001006,S0001006008,2026-06-02 00:00:00,P00012,Cigarette A,TBC,TBC,36.09,2,0
2686453674,S001006,S0001006008,2026-06-02 00:00:00,P00013,Magazine,MAG,MAG,11.37,3,0
1551760956,S001006,S0001006008,2026-06-02 00:00:00,P00008,Potato Chips,SNK,SNK,79.92,3,0
8859148227,S001006,S0001006009,2026-06-02 00:00:00,P00008,Potato Chips,SNK,SNK,86.9,3,0
4524695463,S001006,S0001006009,2026-06-02 00:00:00,P00008,Potato Chips,SNK,SNK,44.46,1,0
5731457292,S001006,S0001006010,2026-06-02 00:00:00,P00002,Coke Zero 330ml,BEV,DAI,39.42,1,0
7540729640,S001006,S0001006010,2026-06-02 00:00:00,P00019,Ice Cream Cup,FFD,FFD,27.22,3,0
8112491701,S001006,S0001006010,2026-06-02 00:00:00,P00008,Potato Chips,SNK,SNK,14.64,3,0
5594926616,S001006,S0001006010,2026-06-02 00:00:00,P00004,Green Tea 500ml,BEV,DAI,18.65,1,0
5602122225,S001006,S0001006010,2026-06-02 00:00:00,P00009,Chocolate Bar,SNK,SNK,72.24,1,0
9635547443,S001006,S0001006011,2026-06-02 00:00:00,P00016,Tissue Box,HOU,HOU,5.43,3,0
7362941932,S001006,S0001006012,2026-06-02 00:00:00,P00006,Bread White,GRO,BAK,13.03,2,0
9903136477,S001006,S0001006012,2026-06-02 00:00:00,P00012,Cigarette A,TBC,TBC,22.79,3,0
9441548041,S001006,S0001006012,2026-06-02 00:00:00,P00005,Milk 1L,GRO,BAK,89.65,1,0
6876004508,S001006,S0001006013,2026-06-02 00:00:00,P00014,Battery AA,HOU,HOU,65.89,1,0
8344375539,S001006,S0001006014,2026-06-02 00:00:00,P00018,Chewing Gum,SNK,SNK,34.76,2,0
9489473960,S001006,S0001006015,2026-06-02 00:00:00,P00010,Sandwich Ham,FFD,FFD,60.37,2,0
4259364249,S001006,S0001006015,2026-06-02 00:00:00,P00008,Potato Chips,SNK,SNK,105.2,1,0
5599332419,S001006,S0001006016,2026-06-02 00:00:00,P00016,Tissue Box,HOU,HOU,51.19,3,0
